Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
533704,533704,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) pseudobscura Mitchell, 1960",Type,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 193, Fig. 36.",,1 Male,Pinned,,,United States,North Carolina,Wake,Raleigh,,35.7721,-78.6386,,"Mitchell, T. B.","16 Mar 1945 (MAR. 16, 1945)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/38dff9c5c-335a-43bf-9e70-842d36c61acf
533706,533706,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) pyracanthae Mitchell, 1960",Type,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 194, Fig. 35.",,1 Female,Pinned,,,United States,North Carolina,Wake,Raleigh,,35.7721,-78.6386,,"Mitchell, T. B.","26 Apr 1957 (APR 26, 1957)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/39682c208-43ae-4d42-b5f0-fe9ac1e03f73
533716,533716,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) rubi Mitchell, 1960",Type,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 198, Fig. 35.",,1 Female,Pinned,,,United States,North Carolina,New Hanover,Carolina Beach,,34.0352,-77.8936,,[Not Stated],"20 Apr 1930 (APR. 20, '30)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/37f5cef6e-a850-444c-a982-214d7d584a43
533734,533734,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) sphecodiniformis Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 6.,,1 Male,Pinned,,,United States,Colorado,,Platte Canyon,,39.485,-105.106,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/37521b571-e4e2-429a-b5c9-8c34d5471370
533618,533618,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) tacitula var. grossulariae Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 9.,,1 Male,Pinned,,,United States,Colorado,Teller,Topaz Butte,,38.9461,-105.289,,"Rohwer, S. A.",(JUNE 17),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/344b38d73-d7e1-4855-82eb-66eba27eecb6
533756,533756,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) virginiana Mitchell, 1960",Type,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 203.",,1 Female,Pinned,,,United States,Virginia,Fairfax,Barcroft,,38.8559,-77.1039,,"McAtee, W. L.","17 Jun 1917 (JUNE 17, 1917)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:43,http://n2t.net/ark:/65665/3bb07808a-42e3-4e02-aaeb-aff7149a1091
533757,533757,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) votula Mitchell, 1960",Type,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 204.",,1 Female,Pinned,,,United States,Wisconsin,Milwaukee,Milwaukee,,43.0389,-87.9065,,[Not Stated],30 May 1902 (5-30-02),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/3af81edcc-9f88-4608-8383-62e4e930622e
533764,533764,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) winnemuccana Laberge, 1973",Type,1973. Transactions of the American Entomological Society. 99: 366.,,1 Female,Pinned,,,United States,Nevada,Humboldt,Winnemucca,,40.9683,-117.727,,[Not Stated],8 Jun 1961 (VI-8-61),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/3ff44bee2-9714-4677-8803-cff69385ec58
533767,533767,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena (Trachandrena) zionensis Laberge, 1973",Type,1973. Transactions of the American Entomological Society. 99: 361.,,1 Female,Pinned,,,United States,Utah,[Not Stated],Zion National Park,,37.3,-113,,[Not Stated],6 May 1948 (V-6-1948),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:51,http://n2t.net/ark:/65665/33b75c71b-bbf8-46e6-b985-3de68f97e990
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena abacta Viereck, 1917",Holotype,1917. Transactions of the American Entomological Society. 43: 365.,,1 Female,Pinned,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/322cab849-6f5a-4758-9673-1bd1ca4b55aa
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena adelae Viereck, 1922",Holotype,1922. Occasional Papers of the Boston Society of Natural History. 5: 37.,,1 Female,Pinned,,,United States,Maryland,Montgomery,Chevy Chase,,38.9712,-77.0764,,"Viereck, H. L.; Davis, P.","22 Apr 1919 (APR. 22, 19)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/3ee1662d4-533d-4c8b-b1e1-4b43be017c42
532917,532917,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena agricolarum Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 29.,,1 Male,Pinned,,,United States,Colorado,,Fort Collins,,40.5853,-105.084,,[Not Stated],12 May 1903 (5-12-03),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/35137b9c5-6beb-4627-8740-522e6376a089
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena alamonis Viereck, 1917",Holotype,1917. Proceedings of the Academy of Natural Sciences of Philadelphia. 68: 599.,,1 Female,Pinned,,,United States,New Mexico,Otero,Alamogordo,,32.9003,-105.961,,[Not Stated],16 Apr 1902 (IV-16-02),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/3133bbcbe-3d9d-49e2-8917-9a1efa9e563a
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena albiculta Viereck, 1917",Holotype,1917. Transactions of the American Entomological Society. 43: 366.,,1 Female,Pinned,,,United States,California,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/308807204-2207-483e-9b6f-86dd646eb7cc
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena albisigna Viereck, 1922",Holotype,1922. Occasional Papers of the Boston Society of Natural History. 5: 38.,,1 Female,Pinned,,,United States,New Hampshire,Coos,Mount Washington,610 - 1219,44.2705,-71.3035,,[Not Stated],6-Jul-14,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:10,http://n2t.net/ark:/65665/3998c79a3-3169-43a8-9b1e-8cd41bfc2f08
532919,532919,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena albovirgata Cockerell, 1900",Type,1900. Ann. Mag. Nat. Hist. Ser.7 5: 403.,,1 Female,Pinned,,,United States,New Mexico,Guadalupe,San Ignacio,,34.9142,-104.946,,"Porter, W. P.","1 Sep 1899 (SEPT 1, 1899)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:28,http://n2t.net/ark:/65665/32b23db61-05a0-4c15-b208-9e526d2db21b
532920,532920,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena aliciarum Cockerell, 1897",Type,1897. The Entomologist. 30: 138.,,1 Female,Pinned,,,United States,New Mexico,[Not Stated],Organ Pass,,32.4253,-106.567,,"Cockerell, T. D.","29 Sep 1896 (SEPT. 29, 1896)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:31,http://n2t.net/ark:/65665/35cc29491-408a-4394-807e-4009fba5b729
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena alleghaniensis Viereck, 1907",Holotype,"1907. Entomological News. 18: 280, 286.",,1 Female,Pinned,,,United States,Virginia,Giles,[Not Stated],,37.314,-80.7037,,[Not Stated],(Not recorded),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/33bf52cb7-6b22-4928-a408-d922aa29d586
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena angustifovea Viereck, 1904",Holotype,1904. Canadian Entomologist. 36: 194.,,1 Male,Pinned,,,United States,Idaho,Latah,Moscow,,46.73,-117,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/38e4b346b-feec-42d8-b0a1-c1e62b603ed2
532924,532924,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena angustifrons Cockerell, 1934",Type,"Cockerell, T. D. 1934. Pan-Pacific Ent. 9: 155.",,1 Adult,Pinned,,,United States,Idaho,Bingham,Blackfoot,,43.19,-112.346,,"Cockerell, T. D.",22 Jun 1932 (VI 22 '32),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/9/2014 18:53,http://n2t.net/ark:/65665/332524473-4c51-4308-9ef4-3b8364414ff9
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena angustitarsata Viereck, 1904",Holotype,1917. Transactions of the American Entomological Society. 43: 368.,,1 Female,Pinned,,,United States,California,[Not Stated],[Not Stated],,,,,Lorquin,,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/3d2dc782d-9210-4749-b7d1-662a69f82255
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena angustitarsata Viereck, 1904",Holotype,"1904. Canadian Entomologist. 36: 189, 196.",,1 Female,Pinned,,,United States,Washington,[Not Stated],[not stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/332f96252-ad06-402e-af91-ef3bea708de9
532925,532925,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena anograe Cockerell, 1901",Type,1901. Canadian Entomologist. 33: 154.,,1 Female,Pinned,,,United States,Colorado,[Not Stated],[Not Stated],,,,,"Cockerell, T. D.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:29,http://n2t.net/ark:/65665/3592579fa-94a4-4e6e-b208-d27b95f8be7f
532926,532926,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena antonitonis Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 56.,,1 Female,Pinned,,,United States,Colorado,Conejos,[Not Stated],,37.0883,-106.02,,Gillette,8 May 1899 (8-5-99),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/3eb417262-6559-45b8-b7d8-264db511537e
532927,532927,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena apacheorum Cockerell, 1897",Type,1897. The Entomologist. 30: 306.,,1 Female,Pinned,,,United States,New Mexico,Otero,"Tularosa Creek, near Blazer's Mill",,33.1578,-105.79,,"Wooton, E. O.",23 Aug 1897 (AUG 23-97),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:28,http://n2t.net/ark:/65665/303d8fe92-2474-40cd-b5f6-c911a051d8b1
532929,532929,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena argemonis Cockerell, 1896",Type,1898. Ann. Mag. Nat. Hist. Ser.6 18: 80.,,1 Male,Pinned,,,United States,New Mexico,Santa Fe,Santa Fe,,35.6672,-105.964,,"Cockerell, T. D.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:28,http://n2t.net/ark:/65665/33c4a5a39-336e-4bd3-9c73-adb16ec66b79
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena argentiscopa Viereck, 1917",Holotype,1917. Transactions of the American Entomological Society. 43: 368.,,1 Female,Pinned,,,United States,California,[Not Stated],[Not Stated],,,,,Norton,,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/3827d59d3-1809-4367-9b15-7f25ccaf1a0c
532930,532930,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena arizonensis Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 42.,,1 Male,Pinned,,,United States,Arizona,Pinal,Oracle,,32.6161,-110.782,,Oslar,19 Jun 1903 (6-19-03),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/33af0ebe8-11f6-45c6-8647-74303b261e42
532931,532931,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena ashmeadi Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 45.,,1 Female,Pinned,,,United States,Colorado,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/379c029e8-2469-4fc5-bbb2-1fee90c4b165
532933,532933,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena astragali Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 46.,,1 Female,Pinned,,,United States,Nebraska,Sioux,"Badlands, Mouth of Monroe Canyon",,42.7686,-103.923,,"Carriker, M. A.","6 Jun 1901 (JUNE 6, 01)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:40,http://n2t.net/ark:/65665/39eddfb2f-cdd9-4820-9742-7f2e1e5a1f6b
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena atala Viereck, 1903",Holotype,1903. Transactions of the American Entomological Society. 29: 54.,,1 Female,Pinned,,,United States,New Mexico,San Miguel,Beulah,,35.7722,-105.155,,Porter,(AUG. 18),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:10,http://n2t.net/ark:/65665/3c6fc9458-8013-417d-9b77-230c2492019a
532935,532935,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena aureocincta Cockerell, 1896",Type,1898. Ann. Mag. Nat. Hist. Ser.6 18: 88.,,1 Male,Pinned,,,United States,New Mexico,Santa Fe,Santa Fe,,35.6672,-105.964,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/30a47df7c-01ea-44a9-a03b-f3fefae1c812
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena austrocalifornica Viereck, 1917",Holotype,1917. Proceedings of the Academy of Natural Sciences of Philadelphia. 68: 587.,,1 Female,Pinned,,,United States,California,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/33238165e-993f-4be2-8b22-4b3a77dfb106
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena azygos Viereck, 1917",Holotype,1917. Proceedings of the Academy of Natural Sciences of Philadelphia. 68: 550.,,1 Male,Pinned,,,United States,New Mexico,Otero,Cloudcroft,,32.9547,-105.741,,[Not Stated],16 Jun 1902 (VI-16-02),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/3fc97d181-4631-40f6-b99a-e66205cf45fa
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena barbarica Viereck, 1917",Holotype,1917. Transactions of the American Entomological Society. 43: 369.,,1 Female,Pinned,,,United States,Virginia,Tazewell,Tazewell,,37.1148,-81.5196,,"Jackson, L. O.","10 Jun 1915 (JUNE 10, 1915)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/3cb5b8672-d52d-4ed7-b233-5d85babe92e5
532937,532937,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena barberi Cockerell, 1898",Type,1898. Ann. Mag. Nat. Hist. Ser.7 2: 448.,,1 Female,Pinned,,,United States,New Mexico,Lincoln,Ruidoso forks,,33.3414,-105.666,,"Barker, C. M.","30 Jul 1898 (JULY 30, 1898)",1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:28,http://n2t.net/ark:/65665/37206b8bb-33d4-4b4a-996f-637b7f71e2d8
532941,532941,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena belfragei Cresson, 1872",Type,1872. Transactions of the American Entomological Society. 4: 256.,,1 Female,Pinned,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:25,http://n2t.net/ark:/65665/397db0641-d0be-4000-9a21-ceccd12c31fa
532943,532943,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena berkeleyi Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 19.,,1 Male,Pinned,,,United States,Colorado,,Berkeley,,39.8044,-105.026,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/3685042b3-f449-40c5-bb43-3ea40ce9c4c0
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena beulahensis Viereck, 1903",Holotype,1903. Transactions of the American Entomological Society. 29: 53.,,1 Female,Pinned,,,United States,New Mexico,San Miguel,Beulah,,35.7722,-105.155,,"Skinner, H.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/332c3f976-88f1-430a-8bf5-cf1b7262f9e2
532945,532945,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena bipunctata Cresson, 1872",Type,1872. Transactions of the American Entomological Society. 4: 259.,,1 Male,Pinned,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:25,http://n2t.net/ark:/65665/372cdd986-1cfd-438f-8813-e7e62be22370
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena biscutellata Viereck, 1917",Holotype,1917. Transactions of the American Entomological Society. 43: 393.,,1 Female,Pinned,,,United States,Texas,Lee,"Fedor, Tx",,,,,[Not Stated],1 Apr 1902 (IV-1-02),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:10,http://n2t.net/ark:/65665/3ca3682d1-3601-4148-93f0-043631b116c4
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena bisignata Mitchell, 1960",Holotype,"1960. North Carolina Agricultural Experiment Station, Technical Bulletin. 141: 122, Figs. 20, 22, 23.",,1 Female,Pinned,,,United States,Massachusetts,Suffolk,Forest Hills,,42.2968,-71.112,,Viereck,4 May 1912 (V-4-1912),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/351b37f4b-3f2e-4c6b-bc1b-6de07f8e2b36
532947,532947,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena braccata Viereck, 1907",Type,"1907. Entomological News. 18: 284, 286.",,1 Female,Pinned,,,United States,Connecticut,Tolland,Rockville,,41.8668,-72.4495,,"Viereck, H. L.",23-Aug-05,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:38,http://n2t.net/ark:/65665/38969ca45-0f58-429b-9f8b-9f82efcf4276
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena bradleyi Viereck, 1907",Holotype,"1907. Entomological News. 18: 285, 286.",,1 Female,Pinned,,,United States,New Jersey,Camden,Clementon,,39.8032,-74.9842,,Bradley,10 Apr 1903 (IV-10-1903),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/374a7218d-6b4e-417a-b738-f241f6e67cc5
532949,532949,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena bridwelli Cockerell, 1899",Type,1899. Entomological News. 10: 255.,,1 Male,Pinned,,,United States,Kansas,Douglas,Baldwin,,38.7775,-95.1875,,"Bridwell, J. C.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:28,http://n2t.net/ark:/65665/3725d8137-6cc6-4c3a-a57b-3dcbc0ba3c73
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,Andrena brunneifovea Viereck,Type,,,1 Female,Pinned,,,United States,Oregon,Benton,Corvallis,,44.57,-123.28,,[Not Stated],24 Apr 1898 (4-24-98),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:07,http://n2t.net/ark:/65665/38b4a5f02-2cf5-4649-91df-de8e43a3a227
532950,532950,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena brunniventris Cresson, 1872",Type,1872. Transactions of the American Entomological Society. 4: 258.,,1 Male,Pinned,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/35e0f0d1f-29a6-44c8-9e2f-04d2c52e5431
533743,533743,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena caerulea var. territa Cockerell, 1898",Type,1898. The Entomologist. 31: 89.,,1 Female,Pinned,,,United States,Washington,Thurston,Olympia,,47.0378,-122.901,,[Not Stated],25 Jun 1894 (6-25-94),1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/3b76a9f77-346d-485c-9db3-2889c688f7e5
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena caliginosa Viereck, 1916",Holotype,1916. Proceedings of the Academy of Natural Sciences of Philadelphia. 68: 552.,,1 Female,Pinned,,,United States,California,Santa Clara,San Jose,,37.3394,-121.895,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/3bc5a871a-55b2-46f7-8ac2-ee25f34f2d6a
532952,532952,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena campanulae Viereck & Cockerell, 1914",Type,"1914. Proceedings of the United States National Museum. 43: 38, 43.",,1 Male,Pinned,,,United States,Colorado,,Palmer Lake,,39.6785,-107.287,,[Not Stated],13-Jul-01,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/333644238-9bdf-4473-b691-6e4e5d8796b3
533678,533678,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena canadensis oslarella Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 28.,,1 Male,Pinned,,,United States,Colorado,,Denver,,39.7392,-104.985,,Oslar,,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/33503b162-d8d6-4c6d-8ab0-9477a04b9cab
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena candida tramoserica Viereck, 1917",Holotype,1917. Proceedings of the Academy of Natural Sciences of Philadelphia. 68: 553.,,1 Female,Pinned,,,United States,California,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:09,http://n2t.net/ark:/65665/372de4dc7-bf52-4c94-b574-47443b0bc97e
532953,532953,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena candidiformis Viereck & Cockerell, 1914",Type,1914. Proceedings of the United States National Museum. 48: 33.,,1 Male,Pinned,,,United States,Colorado,[Not Stated],[Not Stated],,,,,Gillette,,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:32,http://n2t.net/ark:/65665/32cff1cd8-3bf6-40bd-9990-7c14976d8abd
,,Entomology Types,Insecta,Hymenoptera,Andrenidae,"Andrena carolina Viereck, 1909",Holotype,1909. Entomological News. 20.,,1 Female,Pinned,,,United States,North Carolina,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,4/24/2013 18:08,http://n2t.net/ark:/65665/3ebf147a3-82e1-4c4a-86f8-d4c556a625b4
